web-scraper-order,web-scraper-start-url,drink-name,drink-name-href,drink-info
"1680204119-6829","https://cocktailflow.com/collection/strength-extremestrong","ManhattanWhiskeyClassicMartiniExtreme Strong","https://cocktailflow.com/cocktail/manhattan","2½ parts canadian whisky"
"1680204119-6830","https://cocktailflow.com/collection/strength-extremestrong","ManhattanWhiskeyClassicMartiniExtreme Strong","https://cocktailflow.com/cocktail/manhattan","ice cubes"
"1680204119-6831","https://cocktailflow.com/collection/strength-extremestrong","ManhattanWhiskeyClassicMartiniExtreme Strong","https://cocktailflow.com/cocktail/manhattan","How to Mix"
"1680204119-6832","https://cocktailflow.com/collection/strength-extremestrong","ManhattanWhiskeyClassicMartiniExtreme Strong","https://cocktailflow.com/cocktail/manhattan","fill up the mixer glass with ice cubes"
"1680204119-6833","https://cocktailflow.com/collection/strength-extremestrong","ManhattanWhiskeyClassicMartiniExtreme Strong","https://cocktailflow.com/cocktail/manhattan","pour angostura,red vermouth,whiskey into the mixer glass"
"1680204119-6834","https://cocktailflow.com/collection/strength-extremestrong","ManhattanWhiskeyClassicMartiniExtreme Strong","https://cocktailflow.com/cocktail/manhattan","stir together"
"1680204119-6835","https://cocktailflow.com/collection/strength-extremestrong","ManhattanWhiskeyClassicMartiniExtreme Strong","https://cocktailflow.com/cocktail/manhattan","strain into the cocktail glass"
"1680204119-6836","https://cocktailflow.com/collection/strength-extremestrong","ManhattanWhiskeyClassicMartiniExtreme Strong","https://cocktailflow.com/cocktail/manhattan","garnish with cocktail cherry"
"1680204122-6837","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","Ingredients"
"1680204122-6838","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","2 parts Bourbon"
"1680204122-6839","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","1 part peppermint schnapps"
"1680204122-6840","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","1 part sweet vermouth"
"1680204122-6841","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","ice cubes"
"1680204122-6842","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","How to Mix"
"1680204122-6843","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","fill up the shaker with ice"
"1680204122-6844","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","pour whiskey,sweet vermouth,peppermint schnapps into the shaker"
"1680204122-6845","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","shake well"
"1680204122-6846","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","strain into the cocktail glass"
"1680204122-6847","https://cocktailflow.com/collection/strength-extremestrong","Jack Frost ManhattanWhiskeyMartiniExtreme Strong","https://cocktailflow.com/cocktail/jack-frost-manhattan","garnish with cocktail cherry"
"1680204124-6848","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","Ingredients"
"1680204124-6849","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","1½ parts gin"
"1680204124-6850","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","1½ parts apricot brandy"
"1680204124-6851","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","1½ parts Calvados"
"1680204124-6852","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","ice cubes"
"1680204124-6853","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","How to Mix"
"1680204124-6854","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","add ice cubes to the shaker"
"1680204124-6855","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","pour gin,apricot brandy,Calvados into the shaker"
"1680204124-6856","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","shake well"
"1680204124-6857","https://cocktailflow.com/collection/strength-extremestrong","Angel FaceGinMartiniClassicExtreme Strong","https://cocktailflow.com/cocktail/angel-face","strain into the cocktail glass"
"1680204126-6858","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","Ingredients"
"1680204126-6859","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","3 parts gin"
"1680204126-6860","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","1½ parts Triple sec"
"1680204126-6861","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","½ parts Blue Curacao"
"1680204126-6862","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","ice"
"1680204126-6863","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","How to Mix"
"1680204126-6864","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","add ice to the shaker"
"1680204126-6865","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","pour gin,Triple sec,Blue Curacao into the shaker"
"1680204126-6866","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","shake well"
"1680204126-6867","https://cocktailflow.com/collection/strength-extremestrong","Angelo AzzurroGinMartiniExtreme Strong","https://cocktailflow.com/cocktail/angelo-azzurro","strain into the cocktail glass"
